station,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
大善寺,0,0.000275406,0,0,0,0,0,0.000290529,0,0,0
赤目口,0,0,0,0,0,0.000691085,0,0.000691085,0,0,0
南船橋,0,0,2.61E-05,0,0,0,0,2.33E-05,0,0,0
鵯越,0,0,0,0,0,0.000878735,0,0.001904762,0,0,0
天竜川,0,0,0,0,0,0,0,0,0,0,0
木津用水,0,0,0,0,0,0,0,0,0,0,0
桂台,0,0,0,0,0,0,0,0,0,0,0
二本松,0,0,0,0,0,0,0,0.000524934,0,0,0
豊川,0,0,0,0,0,0,0,0.00031027,0,0,0
月見山,0,0,0,0,0,0,0,0.000209118,0,0,0
摂津市,0,0,0,9.18E-05,0.00016975,0,0,8.69E-05,0,0,0
東千葉,0,0,0,0,0,0,0,0.000217486,0,0,0
福工大前,0,0,0,0,0,0,0,0,0,0,0
春日原,0,0,0,0,9.86E-05,0,9.46E-05,4.73E-05,0,0,0
西三荘,0,0,0,0,0,0,0,6.15E-05,0,0,0
宇土,0,0,0,0,0,0,0,0,0,0,0
京成佐倉,0,0,0,0,0,0,0,5.32E-05,0,0,0
福生,0,3.08E-05,0,0,0,6.03E-05,0,3.04E-05,0,0,0
西二見,0,0,0,0,0.000258933,0.000244858,0,0.000231857,0,0,0
金光,0,0.000208377,0,0,0,0.000207211,0,0.000212766,0,0,0
奥田中学校前,0,0,0.004166667,0.004166667,0,0,0,0.00255102,0,0,0
雑色,0,3.45E-05,3.41E-05,3.36E-05,3.36E-05,0,0,0.000128593,0,0,0
喜久田,0,0,0,0,0,0,0,0,0,0,0
篠路,0,0,0,0,0,0,0,0.000159286,0,0,0
川島,0,0,0,0,0,0,0,0.000633714,0,0,0
奥町,0,0,0,0,0,0,0,0,0,0,0
青葉台,0,0,0,0,9.06E-06,0,0,1.77E-05,0,0,0
京阪膳所,0,0,0,0,0,0,0,0.000151103,0,0,0
浜野,0,0,7.49E-05,7.31E-05,0,7.09E-05,0,0.000137363,0,0,0
仙川,0,1.40E-05,0,4.00E-05,1.33E-05,2.59E-05,0,4.90E-05,0,0,0
長万部,0,0,0,0,0,0,0,0.003333333,0,0,0
平山城址公園,0,0,0.000225124,0.000111235,0.000113379,0,0,0.00011485,0,0,0
柚木,0,0,0,0,0,0,0,0,0,0,0
金町,0,0,1.13E-05,1.12E-05,0,0,0,1.97E-05,0,0,0
古市,0,0.004576659,0.002314815,0,0,0.004950495,0,0.002570694,0,0,0
流山おおたかの森,0,0,4.03E-05,0,0,0,1.80E-05,1.76E-05,0,0,0
住吉大社,0,0,0,0,0,0,0,0.00011147,0,0,0
大岡山,0,0,2.16E-05,0,2.11E-05,0,0,3.90E-05,0,0,0
新家,0,0.000182116,0,0,0.000189681,0,0,0.000362845,0,0,0
西青山,0,0,0,0,0,0,0,1,0,0,0
東飯能,0,0,0,0,0,0,0,0.000176647,0,0,0
ファミリー公園前,0,0.002277904,0,0,0,0.002304147,0.002304147,0.002304147,0,0,0
伊勢川島,0,0,0,0.000496032,0,0,0.000424809,0.000424809,0,0,0
信州中野,0,0,0,0,0,0,0,0.000317058,0,0,0
木更津,0,3.71E-05,0,0,0,0,3.58E-05,3.60E-05,0,0,0
群馬総社,0,0,0,0,0,0,0,0.00030525,0,0,0
益田,0,0,0,0,0,0,0,0,0,0,0
佳景山,0,0,0,0,0,0,0,0,0,0,0
福,0,0,0.000111284,0,0,0,0,8.08E-05,0,0,0
花園,0,0.000415455,0.000136575,0,0,0,0.000129668,0.000130276,0,0,0
浄心,0,0,0,0,0,0,0,6.96E-05,0,0,0
長浦,0,0,0,0,0,0,0,0,0,0,0
水尻,0,0,0,0,0.00625,0.005813953,0,0.011560694,0,0,0
今里,0,0,0,0,0,0,0,0,0,0,0
五泉,0,0,0,0,0.000413907,0,0,0.00046729,0,0,0
三重町,0,0,0,0,0,0,0,0,0,0,0
川角,0,6.97E-05,6.65E-05,6.33E-05,0,0,0,6.38E-05,0,0,0
羽生,0,0,0,0,0,0,0,7.01E-05,0,0,0
呉,0,4.07E-05,4.06E-05,4.19E-05,4.36E-05,0,0,8.75E-05,0,0,0
新函館北斗,0,0,0,0,0,0,0,0.000789889,0,0,0
樅山,0,0,0,0,0,0,0,0.001769912,0,0,0
一ノ関,0,0,0,0,0.000108366,0,0.000112082,0.000111707,0,0,0
飛騨一ノ宮,0,0,0,0,0,0,0,0,0,0,0
豊島,0,0,0,0.002207506,0,0,0,0,0,0,0
木葉,0,0,0,0,0,0,0,0,0,0,0
菊名,0,0,9.88E-06,9.69E-06,0,0,0,9.39E-06,0,0,0
下井草,0,0,8.55E-05,8.42E-05,4.22E-05,4.17E-05,8.15E-05,4.02E-05,0,0,0
三条,0,0,0.000289687,0,0,0.00029656,0.000301205,0.00029036,0,0,0
二ツ杁,0,0,0,0,0,0,0,0,0,0,0
田奈,0,0.000180734,8.88E-05,8.77E-05,8.80E-05,0,8.84E-05,0.000176398,0,0,0
青塚,0,0,0,0,0,0,0,0,0,0,0
円行寺口,0,0,0,0.001831502,0,0,0,0.001930502,0,0,0
本鵠沼,0,0,0,8.05E-05,8.18E-05,7.88E-05,0,7.34E-05,0,0,0
石屋川,0,0,0,0,0,0,0,0.000147145,0,0,0
各務原市役所前,0,0,0,0,0,0,0,0,0,0,0
住吉東,0,0.000607626,0.000153516,0,0.000154464,0.000455373,0.000152579,0.000152975,0,0,0
霧島神宮,0,0,0,0,0,0,0,0,0,0,0
大多羅,0,0,0,0,0,0.000330251,0,0.000320205,0,0,0
岩槻,0,8.64E-05,0,2.77E-05,8.49E-05,2.79E-05,5.57E-05,5.42E-05,0,0,0
日出,0,0,0,0,0,0,0,0,0,0,0
西神南,0,0,0,0,0,0,0,3.70E-05,0,0,0
直江,0,0,0,0.001297017,0,0,0,0.001166861,0,0,0
西浦和,0,0,3.78E-05,0,3.58E-05,3.55E-05,0,3.41E-05,0,0,0
古川橋,0,0,0,0,0,0,0,5.02E-05,0,0,0
陸前白沢,0,0,0,0,0,0,0,0,0,0,0
天神川,0,0,0,0,0,0,0,4.67E-05,0,0,0
下総松崎,0,0,0.000684932,0,0,0,0,0.000693481,0,0,0
鳴海,0,0,0,0,0,0,0,0,0,0,0
参宮橋,0,0,0.000132074,0,0,0,0,0.00012865,0,0,0
戸倉,0,0,0,0,0.000418585,0.000434405,0.000450653,0.000433088,0,0,0
広,0,0,0,0,0,0,0,0.000126502,0,0,0
薊野,0,0.003311258,0.00308642,0,0,0,0,0.002890173,0,0,0
福島今町,0,0,0,0,0,0,0,0,0,0,0
総社,0,0,0,0.000153657,0,0,0,0.000145921,0,0,0
河辺,0,0,0,3.76E-05,0,3.72E-05,0,3.68E-05,0,0,0
坂之上,0,0,0,0,0,0,0,0,0,0,0
布佐,0,0,0,0,0,0,0.000145858,0.000147929,0,0,0
大口,0,0,5.90E-05,0,2.81E-05,5.66E-05,2.76E-05,5.43E-05,0,0,0
吉原,0,0,0,0,0,0,0,0,0,0,0
岐南,0,0,0,0,0,0,0,0,0,0,0
遠州西ヶ崎,0,0,0,0,0.000673854,0,0,0.00058309,0,0,0
上田,0,0,0,0.000186498,0,0,0,0.000342349,0,0,0
川越富洲原,0,0,0,0.000186047,0,0,0.000332392,0.000166196,0,0,0
筑前前原,0,0,0,0,0,0,0,0,0,0,0
吹田,0,7.01E-05,2.34E-05,2.30E-05,4.59E-05,2.23E-05,0,4.35E-05,0,0,0
足利,0,0.00045208,0,0.000296472,0,0.000297089,0.000147667,0.00044843,0,0,0
防府,0,0,0,0.000119346,0,0.000120802,0,0.000117426,0,0,0
津島,0,0,0,0,0,0,0,0,0,0,0
藤山,0,0,0,0,0,0,0,0,0,0,0
久我山,0,2.73E-05,2.67E-05,0,0,0,5.04E-05,2.48E-05,0,0,0
大牟田,0,0.000112867,0,0.000115714,0,0.000114286,0,0.000116564,0,0,0
持田,0,0,0,0,0,0,0,0.001037344,0,0,0
東佐野,0,0,0,0.000365631,0,0,0.00037037,0.000378788,0,0,0
鹿妻,0,0,0,0,0,0,0,0,0,0,0
徳山,0,0,7.08E-05,0,0,0,0,6.85E-05,0,0,0
古部,0,0,0,0,0,0,0,0.018867925,0,0,0
西武柳沢,0,0.000123732,6.19E-05,0.000183217,6.18E-05,6.10E-05,6.09E-05,0.000181346,0,0,0
矢吹,0,0,0,0,0,0,0,0.000440917,0,0,0
猪名寺,0,0,0,5.80E-05,5.90E-05,5.66E-05,5.55E-05,0.000109069,0,0,0
サッポロビール庭園,0,0,0,0,0,0,0,0,0,0,0
和歌山,0,0,0,0.00018875,0.00019044,0,0.000623571,0.000210881,0,0,0
中書島,0,0,0,0,0,0,0,8.10E-05,0,0,0
松岸,0,0,0,0,0,0,0,0.000996016,0,0,0
仁川,0,0,0,4.23E-05,4.23E-05,4.19E-05,0,3.97E-05,0,0,0
英賀保,0,0.000251953,0.000123411,0,0.000466636,0,0.000110497,0.000219322,0,0,0
竹ノ塚,0,0,0,2.75E-05,1.40E-05,1.38E-05,1.38E-05,1.37E-05,0,0,0
松江,0,0,0.000227015,0,0,0,0,0.000112259,0,0,0
明大前,0,0,2.37E-05,0,1.10E-05,0,1.86E-05,1.85E-05,0,0,0
採銅所,0,0,0,0,0,0,0,0,0,0,0
上北町,0,0,0.00209205,0,0.004310345,0,0,0.001706485,0,0,0
舞阪,0,0,0,0,0,0,0,0,0,0,0
鴨川,0,0.004347826,0,0.001474926,0,0,0,0.001445087,0,0,0
京急蒲田,0,0,0,0,0,0,0,0,0,0,0
河内永和,0,0,0,0,0,8.88E-05,8.88E-05,8.88E-05,0,0,0
知立,0,0,0,0,0,0,0,0,0,0,0
長門市,0,0,0,0,0,0,0,0,0,0,0
二見浦,0,0,0,0,0,0,0,0,0,0,0
岩手飯岡,0,0.000213402,0,0,0,0,0,0.000209908,0,0,0
下浦,0,0,0,0,0,0,0,0.00245098,0,0,0
市が尾,0,4.68E-05,2.33E-05,6.89E-05,9.30E-05,4.53E-05,2.27E-05,4.53E-05,0,0,0
向山,0,0,0,0,0,0,0,0.018518519,0,0,0
寝屋川市,0,0,0,0,0,0,1.62E-05,1.82E-05,0,0,0
茨目,0,0,0,0,0,0,0,0,0,0,0
岩間,0,0,0,0.000372856,0,0,0,0.00035461,0,0,0
大竹,0,0,0,0,0,0,0,0.000148214,0,0,0
駒川中野,0,0,0,0,0,6.13E-05,0,5.87E-05,0,0,0
秋津,0,1.31E-05,2.57E-05,1.27E-05,2.56E-05,0,1.25E-05,1.23E-05,0,0,0
森田,0,0,0.000654022,0.000631712,0,0.000616523,0,0.000571429,0,0,0
新習志野,0,3.94E-05,0,0,0,3.79E-05,3.70E-05,7.39E-05,0,0,0
藤代,0,6.79E-05,7.05E-05,0,7.35E-05,7.67E-05,0,7.68E-05,0,0,0
浮間舟渡,0,0,5.14E-05,0,0,2.43E-05,0,2.34E-05,0,0,0
紀三井寺,0,0.000286451,0,0.000503778,0,0,0,0.000234632,0,0,0
須恵,0,0,0,0,0,0,0,0,0,0,0
瀬田,0,0,2.90E-05,2.82E-05,0,2.89E-05,2.87E-05,5.60E-05,0,0,0
多喜浜,0,0.006097561,0.005617978,0.011111111,0,0.006329114,0,0.011494253,0,0,0
生瀬,0,0,0,0,0,0,0,0.000266028,0,0,0
南出羽,0,0,0,0,0,0,0,0,0,0,0
厚木,0,0,0,0,0,0.000146951,0.000142268,6.91E-05,0,0,0
那智,0,0,0,0,0,0,0,0.019230769,0,0,0
下小田井,0,0,0,0,0,0,0,0,0,0,0
鹿児島中央,0,0,0,0,0,0,0,0,0,0,0
東小泉,0,0,0,0,0,0,0.000619579,0.000623441,0,0,0
滝不動,0,0.000141945,0,0,0,0.000130174,0,0.000130856,0,0,0
陸中折居,0,0,0,0,0,0,0,0,0,0,0
城東,0,0,0,0,0,0,0,0.007246377,0,0,0
桜町前,0,0,0,0,0,0,0,0,0,0,0
八木原,0,0,0.000523013,0,0,0,0,0.00047619,0,0,0
中原,0,0,0,0,0,0,0,0,0,0,0
小森江,0,0,0,0,0,0,0,0,0,0,0
恩智,0,0.000641711,0.00021182,0,0,0.000428174,0,0.000214087,0,0,0
阿品,0,0,0,0,0,0,0,0.000212811,0,0,0
東海通,0,0,0,0,0,0,0,7.34E-05,0,0,0
新潟,0,0,0,0,0,0,0,0,0,0,0
宿河原,0,6.91E-05,0,0,6.65E-05,0,0,6.23E-05,0,0,0
小作,0,0,2.90E-05,2.96E-05,0,2.93E-05,0,2.93E-05,0,0,0
佐伯区役所前,0,0,0,0,0,0,0.000314961,0.000378644,0,0,0
久美浜,0,0,0,0,0,0,0,0.010638298,0,0,0
多度津,0,0.000240732,0.000245459,0,0,0,0,0.000238663,0,0,0
加茂郷,0,0,0,0,0,0,0,0.000660502,0,0,0
神保町,0,0,0,0,0,0,0,0,0,0,0
筑前植木,0,0,0,0,0,0,0,0,0,0,0
見附,0,0,0,0,0,0,0,0.000229568,0,0,0
梅屋敷,0,0,0,0,0,0.142857143,0,0.142857143,0,0,0
西木場,0,0,0,0,0,0,0,0.02173913,0,0,0
鹿島田,0,0,3.04E-05,0,2.86E-05,0,0,2.68E-05,0,0,0
豪徳寺,0,0,0,0,0,0,0,3.67E-05,0,0,0
浜村,0,0,0,0,0.001057082,0,0,0.001071811,0,0,0
瑞江,0,0,0,0,1.92E-05,0,1.80E-05,1.77E-05,0,0,0
八木崎,0,0,9.98E-05,0,0,9.21E-05,0.000185391,9.25E-05,0,0,0
紀伊田辺,0,0,0,0,0,0,0,0.000339905,0,0,0
尼ヶ辻,0,0,0,0,0,0,0,0.000178955,0,0,0
能登部,0,0,0,0,0,0,0,0.000896861,0,0,0
左堰,0,0,0,0,0,0,0,0,0,0,0
追分,0,0,0,0,0,0,0,0,0,0,0
淀,0,0,0,0,0,0,8.42E-05,0.000125141,0,0,0
豊富,0,0,0,0,0,0,0,0,0,0,0
北新井,0,0,0,0,0,0,0,0.001953125,0,0,0
塩山,0,0,0.000467071,0,0,0,0,0.000240269,0,0,0
諏訪町,0,0,0,0,0,0,0,0,0,0,0
服部,0,0.000659196,0.000649351,0,0,0,0,0.000625391,0,0,0
洛西口,0,0,0,0,0,9.43E-05,0,8.47E-05,0,0,0
港南台,0,0,1.50E-05,0,0,0,0,1.55E-05,0,0,0
牛浜,0,0,0,0,0,0.000115128,0.000112259,0.000222025,0,0,0
経堂,0,0,0,1.37E-05,0,2.68E-05,0,1.28E-05,0,0,0
長田,0,5.63E-05,0,0,4.45E-05,0,0,4.36E-05,0,0,0
大森町,0,0,0,5.31E-05,0,4.99E-05,0,4.67E-05,0,0,0
中延,0,3.84E-05,0,0,0,6.67E-05,0,3.21E-05,0,0,0
京成曳舟,0,0,0,0,0,0,0,5.27E-05,0,0,0
三日市町,0,0,0,0,0.000124899,6.37E-05,0,6.64E-05,0,0,0
鯨波,0,0,0,0,0,0,0,0,0,0,0
津久野,0,5.88E-05,5.87E-05,0,0,0,5.68E-05,5.79E-05,0,0,0
金剛,0,0,0,0,0,0,0,2.97E-05,0,0,0
紀伊中ノ島,0,0,0,0.001321004,0,0,0,0.001226994,0,0,0
米ノ津,0,0,0.011049724,0,0,0,0.005376344,0.005,0,0,0
末広町,0,0,0,0,0,0,0,0.006134969,0,0,0
熊山,0,0,0,0,0,0.000683527,0.000350631,0.000351,0,0,0
あざみ野,0,1.55E-05,1.52E-05,2.23E-05,0,0,0,1.47E-05,0,0,0
屋島,0,0,0,0,0,0,0,0.0008,0,0,0
藤岡,0,0.000592417,0,0,0,0.000652316,0,0.000698324,0,0,0
伊予亀岡,0,0,0,0,0.010638298,0,0.005747126,0.005813953,0,0,0
田窪,0,0,0,0,0,0,0.001324503,0.00128041,0,0,0
本山,0,0,0,0,0,0,0,0,0,0,0
金沢八景,0,0,0,0,1.76E-05,0,1.73E-05,1.70E-05,0,0,0
春日野道,0,0,0,7.81E-05,0,0,6.48E-05,6.52E-05,0,0,0
北佐世保,0,0,0,0.002024291,0,0,0,0.001930502,0,0,0
藤江,0,0,0,0,0,0,0.000371609,0.000359066,0,0,0
愛し野,0,0,0,0,0,0,0,0,0,0,0
田布施,0,0,0.000414766,0.000821693,0,0,0,0.000428266,0,0,0
奈良,0,0,0,0,0,0,0,0,0,0,0
伯耆大山,0,0,0,0,0,0,0,0,0,0,0
白石蔵王,0,0,0,0,0,0,0,0.000580046,0,0,0
大井町,0,1.58E-05,0,1.02E-05,0,4.94E-06,4.85E-06,4.80E-06,0,0,0
楽田,0,0,0,0,0,0,0,0,0,0,0
香椎,0,0,0,0,0,0,0,0,0,0,0
茂林寺前,0,0,0,0,0,0,0,0.000588928,0,0,0
西帯広,0,0,0,0,0.00170068,0,0,0,0,0,0
都府楼南,0,0,0,0,0,0,0,0,0,0,0
御嵩口,0,0,0,0,0,0,0,0,0,0,0
八戸,0,0,0.000199681,0,0,0,0,0.000344353,0,0,0
植田,0,0.000124378,0,0,0,5.80E-05,0,5.67E-05,0,0,0
日立,0,0,4.47E-05,0,0,0,0,4.36E-05,0,0,0
黒井,0,0,0,0,0,0,0,0,0,0,0
清水沢,0,0,0,0,0,0,0,0,0,0,0
越後川口,0,0,0,0,0,0,0,0,0,0,0
鰭ヶ崎,0,0,0,0,0,0,0,0.000859845,0,0,0
大曽根,0,0,0,0,0,0,0,0,0,0,0
玖珂,0,0,0,0,0,0,0,0.001226994,0,0,0
祐天寺,0,0,3.38E-05,0,0,0,0,3.18E-05,0,0,0
下浜,0,0,0,0,0,0,0,0,0,0,0
大江,0,0,0,0,0,0,0,0,0,0,0
西条,0,0,0.002717391,0.005319149,0.005128205,0,0,0.002673797,0,0,0
多磨,0,0,0,7.54E-05,0,0,0,7.19E-05,0,0,0
新浦安,0,9.13E-06,0,9.17E-06,0,9.28E-06,0,8.97E-06,0,0,0
関口,0,0,0,0.005602241,0,0.002392344,0,0.002487562,0,0,0
柏たなか,0,0,0,0,0,0,0,0.000102041,0,0,0
江別,0,0,0,0.000126614,0,0,0,0.000135062,0,0,0
東林間,0,4.73E-05,0,0,4.70E-05,0,0,4.59E-05,0,0,0
西鉄二日市,0,8.63E-05,0,0,4.71E-05,0,0,4.64E-05,0,0,0
和泉多摩川,0,0,6.66E-05,0,0,0,6.28E-05,0.000125518,0,0,0
加布里,0,0,0,0,0,0,0,0,0,0,0
姨捨,0,0,0,0,0,0,0,0,0,0,0
西調布,0,0,0,0,0,0.000119303,5.88E-05,5.72E-05,0,0,0
善師野,0,0,0,0,0,0,0,0,0,0,0
千住大橋,0,9.87E-05,0,0,0,0,0,6.50E-05,0,0,0
杉本町,0,0,0,0,0,5.40E-05,0,5.45E-05,0,0,0
稲枝,0,0,0,0,0.000200723,0,0,0.000198216,0,0,0
祇園四条,0,0,0,0,0,0,0,1.79E-05,0,0,0
八王子みなみ野,0,2.60E-05,0,2.98E-05,0,0,0,2.78E-05,0,0,0
川俣,0,0.000794281,0,0,0,0,0.000366569,0.000359454,0,0,0
表参道,0,0,0,0,0,0,0,0,0,0,0
四ツ木,0,0,0.000151469,0,7.09E-05,6.79E-05,6.57E-05,6.35E-05,0,0,0
酒田,0,0.00036523,0,0,0,0,0.000816993,0.000410846,0,0,0
妙興寺,0,0,0,0,0,0,0,0,0,0,0
阿波池田,0,0,0,0,0,0,0,0.000650195,0,0,0
町屋,0,0,0,3.52E-05,0,0,0,1.63E-05,0,0,0
播磨横田,0,0,0,0,0,0,0,0.019230769,0,0,0
大崎,0,1.19E-05,3.91E-06,0,0,3.43E-06,6.47E-06,3.11E-06,0,0,0
大場,0,0,0,0,0,0,0,0.000200924,0,0,0
信濃松川,0,0,0,0,0,0.000821018,0,0.000846024,0,0,0
伊勢治田,0,0,0,0,0,0,0,0.002325581,0,0,0
高尾野,0,0,0,0,0,0,0,0.006622517,0,0,0
国府宮,0,0,0,0,0,0,0,0,0,0,0
沼部,0,0.00010022,0,9.60E-05,0,9.29E-05,0,8.97E-05,0,0,0
近鉄奈良,0,0,0,0,0,1.83E-05,0,1.83E-05,0,0,0
東福間,0,0,0,0,0,0,0,0,0,0,0
山城,0,0,0,0,0,0,0,0.001035197,0,0,0
西宮名塩,0,0,0,0,0,0,0,5.48E-05,0,0,0
北吉田,0,0,0,0,0,0,0,0,0,0,0
南浦和,0,8.80E-06,0,2.61E-05,0,0,8.54E-06,8.47E-06,0,0,0
川内,0,0,0,0,0,0,0,0.000148943,0,0,0
弘前,0,0,0.000225124,0,0,0,0,0.00010929,0,0,0
阿波座,0,0,0,0,0,0,0,0,0,0,0
夢前川,0,0,0,0,0,0,0.001175779,0.00061237,0,0,0
肥前長田,0,0,0,0,0,0,0,0,0,0,0
附属中学前,0,0,0,0,0,0,0,0.000454339,0,0,0
額田,0,0,0,0,0,0,0,0,0,0,0
上三田,0,0,0,0,0,0,0,0.005649718,0,0,0
折生迫,0,0,0,0,0,0,0,0,0,0,0
永田,0,0,0,0.000422654,0,0.000454959,0.000935454,0.000476644,0,0,0
野上,0,0,0,0,0,0,0,0.001526718,0,0,0
大川野,0,0,0,0,0,0,0,0,0,0,0
観音寺,0,0,0,0,0,0,0,0,0,0,0
余市,0,0,0,0.000805153,0,0,0,0.00075188,0,0,0
小岩川,0,0,0,0,0,0,0,0,0,0,0
沼田,0,0.000253421,0,0,0,0.000268384,0,0.000276855,0,0,0
瀬峰,0,0.000880282,0,0,0.000915751,0,0,0.000994036,0,0,0
日南,0,0,0,0,0,0,0,0,0,0,0
ひたち野うしく,0,0,0.000427423,0,0,0,0,7.37E-05,0,0,0
南小野田,0,0,0,0,0,0,0,0.004219409,0,0,0
高擶,0,0,0,0,0,0,0,0,0,0,0
門真市,0,4.71E-05,0,0,4.81E-05,0,0,4.41E-05,0,0,0
水沢,0,0,0,0,0,0.000258933,0,0.000267953,0,0,0
坊城,0,0,0.000311818,0,0,0.000316957,0,0.000316957,0,0,0
保津峡,0,0,0,0,0,0,0,0.001177856,0,0,0
三瀬,0,0,0,0,0,0,0,0,0,0,0
杉山,0,0,0,0,0,0,0,0,0,0,0
北山形,0,0,0,0,0,0,0,0,0,0,0
片原町,0,0,0,0,0,0,0.007874016,0,0,0,0
国府津,0,0,0,7.95E-05,7.85E-05,7.96E-05,7.91E-05,0,0,0,0
小松,0,0,0,0,0,0,0.000121655,0,0,0,0
道明寺,0,0,0,0,0,0,0.000157604,0,0,0,0
菊間,0,0,0,0,0,0,0.002347418,0,0,0,0
中山観音,0,0,0,0,0,0,8.42E-05,0,0,0,0
前空,0,0,0.000253614,0,0,0,0.000241313,0,0,0,0
十日市場,0,0.008032129,0.015151515,0,0,0,0.009615385,0,0,0,0
四ツ谷,0,0,5.68E-06,5.55E-06,1.08E-05,5.42E-06,5.31E-06,0,0,0,0
天橋立,0,0,0,0,0,0,0.001176471,0,0,0,0
五反田,0,7.74E-06,3.91E-06,0,0,0,3.74E-06,0,0,0,0
喜入,0,0,0,0,0,0,0,0,0,0,0
境町,0,0.000621118,0,0.001184133,0,0,0.000632111,0,0,0,0
東三条,0,0,0,0,0,0,0,0,0,0,0
阿波川端,0,0,0,0,0,0,0.005952381,0,0,0,0
飯羽間,0,0,0,0,0,0,0.012048193,0,0,0,0
草加,0,0,0,1.21E-05,0,1.18E-05,1.17E-05,0,0,0,0
高遠原,0,0,0,0,0,0,0,0,0,0,0
大分,0,0,0,0,0,0,0,0,0,0,0
東十条,0,0,0,0,0,0,4.42E-05,0,0,0,0
東秋留,0,0.000104712,0,0,0,0,0.000103821,0,0,0,0
中条,0,0,0,0,0,0,0.000411862,0,0,0,0
相模金子,0,0,0,0,0,0,0,0,0,0,0
好摩,0,0,0,0,0,0,0.000917431,0,0,0,0
JR河内永和,0,0,0,0,0,0,7.90E-05,0,0,0,0
新代田,0,0,0.00011755,0,0.00010805,0,0.000203066,0,0,0,0
伊那市,0,0,0,0,0,0,0,0,0,0,0
東福島,0,0,0.00064433,0,0.000670241,0.000721501,0.000712251,0,0,0,0
迫川,0,0,0,0,0,0,0.00204918,0,0,0,0
京急田浦,0,7.21E-05,0,0,0,0,7.75E-05,0,0,0,0
桃山,0,0,0,0,0,0.000239578,0.000480769,0,0,0,0
米子,0,0,0,0.000132873,0,0,0.000133761,0,0,0,0
加古川,0,0,0,0,4.44E-05,0,4.20E-05,0,0,0,0
定光寺,0,0,0,0,0,0,0,0,0,0,0
丸尾,0,0,0.002118644,0,0,0,0.002192982,0,0,0,0
南万騎が原,0,0,0,0,0,0,9.02E-05,0,0,0,0
新津,0,0,0,0,0,0,0,0,0,0,0
南大高,0,0,0,0,0,0,0,0,0,0,0
西新,0,0,0,0,0,0,2.11E-05,0,0,0,0
香芝,0,0.000299581,0,0.000299581,0.000313873,0,0.000318066,0,0,0,0
別府,0,0,0,0.000116036,0,0,0.000191022,0,0,0,0
桐生球場前,0,0,0,0,0,0,0.006289308,0,0,0,0
播磨高岡,0,0,0,0,0,0,0.000329598,0,0,0,0
新魚津,0,0,0,0,0,0,0.000698324,0,0,0,0
松崎,0,0,0.001890359,0,0.002066116,0,0.002192982,0,0,0,0
穂高,0,0,0,0,0,0,0.000434028,0,0,0,0
和泉砂川,0,0,0.000110632,0,0,0,0.000113379,0,0,0,0
樋越,0,0,0.004149378,0,0,0,0.005025126,0,0,0,0
南富山,0,0,0,0,0,0,0,0,0,0,0
菅野,0,0,0,0,0,0.000240964,0.000239981,0,0,0,0
北長岡,0,0,0,0,0,0,0,0,0,0,0
西山天王山,0,0,0,0,0.00012734,0,9.26E-05,0,0,0,0
清武,0,0,0,0,0,0,0,0,0,0,0
野幌,0,7.57E-05,0,0,0,0,7.54E-05,0,0,0,0
用賀,0,1.65E-05,1.62E-05,1.64E-05,1.63E-05,0,4.75E-05,0,0,0,0
本津幡,0,0,0,0,0,0,0.00122549,0,0,0,0
神立,0,9.46E-05,0,0,9.10E-05,9.25E-05,0.00027115,0,0,0,0
寺尾,0,0,0.000232992,0,0,0,0.000228624,0,0,0,0
西田原本,0,0.00017618,0,0,0,0,0.000207943,0,0,0,0
谷町六丁目,0,0,0,0,0,0,0,0,0,0,0
高井戸,0,0,0,4.60E-05,0,0,4.51E-05,0,0,0,0
安堂,0,0,0,0,0,0,0.00045106,0,0,0,0
堀江,0,0,0,0,0,0.002242152,0.004464286,0,0,0,0
金ヶ崎,0,0,0,0,0.000802568,0.000837521,0.000857633,0,0,0,0
法善寺,0,0,0,0,0,0,0.000527704,0,0,0,0
本庄早稲田,0,0,0,0,0,0,0.000233209,0,0,0,0
東金沢,0,0,0,0,0,0.000175162,0.000172622,0,0,0,0
航空公園,0,3.65E-05,0.000108507,3.56E-05,7.14E-05,3.52E-05,7.06E-05,0,0,0,0
大中山,0,0,0,0,0,0,0,0,0,0,0
押切,0,0,0,0,0,0,0,0,0,0,0
泊,0,0,0,0,0.001584786,0,0.000698324,0,0,0,0
京王片倉,0,0,0.000225683,0,0,0,0.000209776,0,0,0,0
足羽山公園口,0,0,0,0,0,0,0.142857143,0,0,0,0
木津,0,0,0,0,0,0,0,0,0,0,0
西谷,0,4.29E-05,4.24E-05,0.000166854,4.31E-05,0.000128216,8.62E-05,0,0,0,0
津田,0,8.47E-05,0,0,9.24E-05,0,0.000183688,0,0,0,0
太田部,0,0,0,0,0,0,0,0,0,0,0
椎田,0,0,0,0,0,0,0,0,0,0,0
浦上,0,0,0,0,0,0,0,0,0,0,0
港町,0,0,0,0,0,0,0.000280191,0,0,0,0
別府大学,0,0,0,0,0,0,0,0,0,0,0
多賀城,0,0,0,0,0,0,7.45E-05,0,0,0,0
黒川,0,0,0,0,0,0,3.65E-05,0,0,0,0
吉備津,0,0,0,0,0,0,0.001689189,0,0,0,0
立石,0,0,0,0,0,0,0,0,0,0,0
県立大学,0,0,7.99E-05,0.000161264,0,0,7.99E-05,0,0,0,0
東清川,0,0,0,0,0,0,0,0,0,0,0
