station,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
ユーカリが丘,0,0,0,0,0,0,0.001705514,0,0,0,0
東松戸,0,0,0,0,0,0,0,0,0,0,0
二和向台,0,0,0,0,0,0,0,0,0,0,0
愛知御津,0,0,0,0,0,0,0,0,0,0,0
牧野,0,0,0,0,0,0,8.88E-05,0,0,0,0
羽衣,0,5.23E-05,0,4.85E-05,9.76E-05,0,4.63E-05,0,0,0,0
大国町,0,0,0,0,0,0,0,0,0,0,0
新守山,0,0,0,0,0,0,0,0,0,0,0
新青森,0,0,0,0,0,0,0,0,0,0,0
深江,0,0,6.23E-05,0,0,0,0,5.57E-05,0,0,0
雪が谷大塚,0,4.38E-05,0,0,0,0,0,0,0,0,0
東静岡,0,0,0,0,0,0,0,0,0,0,0
伏見桃山,0,0,0,0,0,0,0,0,0,0,0
暘谷,0,0,0,0,0,0,0,0,0,0,0
小田栄,0,0,0,0,0,0,0,0,0,0,0
越後曽根,0,0,0,0,0.000406504,0,0,0,0,0,0
相野,0,0,0,0,0,0,0,0,0,0,0
北野白梅町,0,0,0,0,0,0,0,0,0,0,0
北広島,0,0,6.38E-05,0.000129299,6.55E-05,0,0,0,0,0,0
五井,0,0,0,0,0,0,0,0,0,0,0
下落合,0,9.30E-05,9.22E-05,0.000178237,8.77E-05,8.34E-05,8.14E-05,8.06E-05,0,0,0
三日市,0,0,0,0,0,0,0.000814996,0,0,0,0
三雲,0,0,0,0,0,0,0,0,0,0,0
佐賀,0,0,0,0,0,0,0,0,0,0,0
西所沢,0,4.19E-05,0,4.09E-05,4.12E-05,4.03E-05,0,3.98E-05,0,0,0
大山口,0,0,0,0,0,0,0,0,0,0,0
沼ノ端,0,0,0,0,0,0,0,0,0,0,0
草野,0,0,0,0,0,0,0,0,0,0,0
西葛西,0,0,0,1.02E-05,0,0,0,9.51E-06,0,0,0
筒井,0,0,0,0,0,0,0,0,0,0,0
貝塚,0,0.000115929,0,0,5.23E-05,0,4.75E-05,9.23E-05,0,0,0
御花畑,0,0,0,0,0,0,0,0,0,0,0
上小川,0,0,0,0,0,0,0,0,0,0,0
相生,0,0,0,0,0.015625,0,0,0,0,0,0
東船橋,0,0,0,0,0,2.65E-05,5.19E-05,0,0,0,0
苫小牧,0,0,0,0,0,0,0,0,0,0,0
大宮公園,0,0,0,0,0,0.000197981,0,9.87E-05,0,0,0
東長崎,0,0,0,0,0,3.63E-05,0,0,0,0,0
宝殿,0,0,4.93E-05,0.000144592,4.95E-05,0,0,0.000101179,0,0,0
栄生,0,0,0,0,0,0,0,0,0,0,0
守谷,0,4.41E-05,0,2.05E-05,0,6.24E-05,0,0,0,0,0
神保原,0,0.000354359,0.000175994,0,0,0,0,0,0,0,0
近鉄新庄,0,0,0,0,0.000401606,0,0,0,0,0,0
森下,0,0,0,0,0,0,0,0,0,0,0
富浦,0,0,0,0,0,0,0,0,0,0,0
戸塚,0,9.46E-06,1.42E-05,9.29E-06,0,1.38E-05,0,0,0,0,0
東多久,0,0,0,0,0,0,0,0,0,0,0
上之郷,0,0,0,0,0,0,0,0,0,0,0
久保田,0,0,0.066666667,0,0,0.142857143,0.0625,0,0,0,0
深谷,0,4.81E-05,4.87E-05,0,0,5.09E-05,0.000100281,0,0,0,0
星川,0,3.68E-05,3.61E-05,0,0,0,3.37E-05,0,0,0,0
岩見沢,0,0,0,0,0.000110084,0,0,0,0,0,0
近鉄丹波橋,0,0,0,0,0,0,0,0,0,0,0
福原,0,0,0,0,0,0,0,0,0,0,0
木下,0,0,0,0,0,0,0,0,0,0,0
久が原,0,7.00E-05,0,6.74E-05,0,0,0,0,0,0,0
馬堀海岸,0,0,0,0,0,0,0,0,0,0,0
読売ランド前,0,0,2.93E-05,2.90E-05,0,5.69E-05,2.82E-05,0,0,0,0
曙橋,0,0,0,0,0,0,2.72E-05,2.63E-05,0,0,0
不動前,0,0,0,0,0,0,3.39E-05,0,0,0,0
鶴ヶ峰,0,1.79E-05,1.78E-05,3.50E-05,3.54E-05,0,3.47E-05,0,0,0,0
村井,0,0,0.000585138,0,0,0,0,0,0,0,0
波止浜,0,0.009174312,0,0.004854369,0.004807692,0,0,0.003846154,0,0,0
平針,0,0,0,0,0,0,0,6.08E-05,0,0,0
北朝霞,0,0,7.90E-06,7.67E-06,0,0,0,0,0,0,0
新水前寺,0,0,0,0,0,0,0,0,0,0,0
東寝屋川,0,0,0.000104351,0,0.000109842,0,0.00010846,0,0,0,0
越後赤塚,0,0,0,0,0,0,0,0,0,0,0
田主丸,0,0,0,0,0,0,0,0,0,0,0
北長瀬,0,0.000168067,0,0,0,0,0,0,0,0,0
恵比寿,0,7.68E-06,0,0,0,0,0,1.04E-05,0,0,0
江戸川,0,0,0,0,0,0,0,0,0,0,0
水巻,0,0,0,0,0,0,0,0,0,0,0
膳所,0,0,3.85E-05,7.65E-05,3.96E-05,7.78E-05,7.84E-05,3.92E-05,0,0,0
王子保,0,0.001724138,0.001683502,0,0,0,0,0.001972387,0,0,0
東藤原,0,0,0,0,0,0,0,0,0,0,0
武蔵塚,0,0,0,0,0,0,0,0,0,0,0
白井,0,0,0,0,0,0,0,9.98E-05,0,0,0
栗東,0,0,0,3.80E-05,3.99E-05,0,8.36E-05,4.15E-05,0,0,0
今市,0,0,0,0,0,0,0,0,0,0,0
武蔵関,0,0,0,0.000138874,0,3.38E-05,6.58E-05,6.37E-05,0,0,0
御影,0,0.008064516,0,0,0.041666667,0,0,0,0,0,0
鹿討,0,0,0,0,0,0,0,0,0,0,0
越中泉,0,0,0,0,0,0,0,0,0,0,0
上総興津,0,0,0,0,0,0,0,0,0,0,0
芦屋,0,0,1.74E-05,1.72E-05,0,0,0,1.76E-05,0,0,0
高田馬場,0,2.47E-06,2.50E-06,2.48E-06,0,7.49E-06,0,0,0,0,0
松阪,0,0,0,0,0,0,0,0,0,0,0
南小松島,0,0,0,0,0,0,0,0,0,0,0
宇部新川,0,0,0,0,0,0,0,0,0,0,0
美濃赤坂,0,0,0,0,0,0,0,0,0,0,0
桜木町,0,0,8.16E-06,0,7.65E-06,0,0,0,0,0,0
粟津,0,0.000410341,0,0.000406339,0.000426257,0,0,0,0,0,0
鷹ノ巣,0,0,0,0,0.000737463,0,0,0.000856164,0,0,0
関山,0,0,0,0,0,0,0,0,0,0,0
南大沢,0,0,0,0,0,0,0,0,0,0,0
江田,0,0,0,0,0,0,0,0,0,0,0
北上,0,0,0,0,0,0,0,0,0,0,0
西大島,0,0,0,0,0,0,0,0,0,0,0
姫宮,0,0,0.000189681,0,0,0,0,0,0,0,0
倉見,0,0.000292056,0,0,0,0,0,0,0,0,0
浜田,0,0,0,0,0.000648508,0.000634518,0,0,0,0,0
船橋法典,0,2.99E-05,2.97E-05,0,2.82E-05,0,0,0,0,0,0
若林,0,0,0,0,0,0,0,0,0,0,0
青森,0,0,0,0,0,0,0,0,0,0,0
国分,0,0.001445087,0,0.002710027,0,0,0,0,0,0,0
柿生,0,2.88E-05,8.51E-05,2.78E-05,2.79E-05,5.43E-05,5.35E-05,8.00E-05,0,0,0
名鉄一宮,0,0,0,0,0,0,0,0,0,0,0
八坂,0,0,0,0,0,0,0,0,0,0,0
茂原,0,0,0,0,0,0,0,0,0,0,0
京都,0,0,0,0,0,0,0,0,0,0,0
上相浦,0,0,0,0,0,0,0,0,0,0,0
修学院,0,0,0,0,0,0,0,0,0,0,0
千鳥,0,0,0,0,0,0,0,0,0,0,0
水天宮前,0,0,0,0,0,0,0,0,0,0,0
羽田空港第2ビル,0,0,0,0,0,0,0,0,0,0,0
野田新町,0,0,0,0,0,0,0,0,0,0,0
千代川,0,0,0,0,0,0,0,0,0,0,0
大月,0,0,0.000265745,0,0.000238949,0.000288434,0,0,0,0,0
海南,0,0,0.000164366,0,0,0,0,0,0,0,0
新津田沼,0,0,0,0,1.41E-05,0,0,0,0,0,0
小針,0,0,0,0,0,0,0,0,0,0,0
神宮前,0,0,0,0,0,0,0,0,0,0,0
綾瀬,0,0,0,0,0,3.40E-05,6.78E-05,0,0,0,0
ユニバーサルシティ,0,0,0,0,0,0,0,0,0,0,0
ひめじ別所,0,0,0,0,0,0,0.000270416,0,0,0,0
泉岳寺,0,0,0,0,0,0,0,0,0,0,0
相模大塚,0,0,0,0,0,7.44E-05,0,7.27E-05,0,0,0
子安,0,0,0,0.000130293,0,0,0,0.000129199,0,0,0
武蔵溝ノ口,0,6.61E-06,0,0,0,0,5.97E-06,1.77E-05,0,0,0
早岐,0,0,0,0,0,0,0,0,0,0,0
大在,0,0,0,0,0,0,0,0,0,0,0
江戸川台,0,0,0,0,0,4.10E-05,0,0,0,0,0
安芸長束,0,0,0,0.000189609,0.000189036,0.000359195,0,0.000166223,0,0,0
笠間,0,0,0,0,0,0,0,0.000365764,0,0,0
広島,0,0,1.40E-05,1.37E-05,0,0,0,0,0,0,0
京成小岩,0,0,6.02E-05,0,0.000117765,0,5.62E-05,0,0,0,0
垂水,0,0,1.45E-05,0,0,0,0,0,0,0,0
天王台,0,0,4.69E-05,0,0,2.44E-05,0,2.57E-05,0,0,0
伊予三島,0,0,0.00052687,0.000522466,0.000550055,0,0.001020408,0.000507614,0,0,0
朝陽,0,0,0,0.000518403,0.000489237,0,0,0.000455166,0,0,0
南矢代,0,0,0,0,0,0.003267974,0,0,0,0,0
新鳥栖,0,0,0,0,0,0,0,0,0,0,0
京橋,0,2.38E-05,0,4.17E-05,1.91E-05,0,1.76E-05,1.65E-05,0,0,0
光善寺,0,0,0,0,0,0,9.43E-05,0.000112682,0,0,0
分倍河原,0,1.32E-05,2.66E-05,1.30E-05,3.84E-05,0,0,1.24E-05,0,0,0
新御茶ノ水,0,0,0,0,0,0,0,0,0,0,0
八千穂,0,0,0,0,0,0,0,0,0,0,0
伊勢松本,0,0,0,0,0,0,0,0,0,0,0
森小路,0,0,0,0,0,0,0,0,0,0,0
栂・美木多,0,0,0,0,0,0,0,0,0,0,0
西大井,0,3.45E-05,0,0,0,0,0,6.59E-05,0,0,0
伊予三芳,0,0,0,0,0,0,0,0,0,0,0
尾山台,0,0,7.18E-05,3.41E-05,0,0,0,0,0,0,0
久我原,0,0,0,0,0,0,0,0,0,0,0
出水,0,0.003846154,0,0,0,0,0,0,0,0,0
裾野,0,0,0,0,0,0,0,0,0,0,0
西岐阜,0,0,0,0,0,0,0,0,0,0,0
三島,0,0,0,0,0,0,0,0,0,0,0
新田,0,0,0,0,0,0,0,0,0,0,0
春日,0,0,0,0,0,0,0,0,0,0,0
備前原,0,0,0,0,0.005154639,0.010752688,0,0,0,0,0
三石,0,0,0.00255102,0,0,0,0.005681818,0,0,0,0
東新庄,0,0,0,0,0.001135074,0,0.001079914,0,0,0,0
柴田,0,0,0,0,0,0,0,0,0,0,0
土崎,0,0,0.000224316,0,0,0.000232342,0.000229885,0,0,0,0
日吉町,0,0,0,0,0,0.000689655,0,0,0,0,0
初富,0,0.000353357,0,0.000182083,0.00036523,0,0,0.000178987,0,0,0
庄内緑地公園,0,0,0,0,0.000129584,0,0.000119489,0,0,0,0
大町,0,0,0.000607165,0,0,0,0.000601685,0.000594177,0,0,0
矢部,0,4.47E-05,0,0,0.000169535,4.21E-05,0.000121981,8.00E-05,0,0,0
油島,0,0,0,0,0,0,0,0,0,0,0
磯山,0,0.000622665,0,0,0.000619579,0,0,0,0,0,0
北白川,0,0,0,0,0,0,0,0,0,0,0
荻窪,0,1.76E-05,6.00E-06,1.17E-05,2.91E-05,5.82E-06,1.14E-05,5.66E-06,0,0,0
八柱,0,0,2.24E-05,2.22E-05,4.47E-05,2.21E-05,2.20E-05,0,0,0,0
安房勝山,0,0,0,0,0.001351351,0,0,0.004531722,0,0,0
串本,0,0,0,0,0,0,0,0,0,0,0
東八尾,0,0,0,0,0,0,0,0,0,0,0
静和,0,0,0,0,0.000678887,0,0.00073046,0,0,0,0
山西,0,0,0,0,0,0,0,0.000407997,0,0,0
村崎野,0,0,0,0,0.001060445,0.000557414,0.000578035,0.001067236,0,0,0
阿佐ヶ谷,0,0,3.48E-05,1.15E-05,2.26E-05,1.13E-05,1.12E-05,2.24E-05,0,0,0
入谷,0,0,0,0,0,0,0,0,0,0,0
吉川,0,0,0,0,0,0,0,2.77E-05,0,0,0
三河安城,0,0,0,0,0,0,0,0,0,0,0
おごと温泉,0,0,0,0,0,0,0,0,0,0,0
みどり湖,0,0,0,0,0,0,0,0,0,0,0
丸岡,0,0,0,0,0,0.00144648,0.00044964,0,0,0,0
名和,0,0,0,0,0,0,0,0,0,0,0
市辺,0,0,0,0,0,0,0,0,0,0,0
下妻,0,0,0,0,0.00122474,0,0,0.000577034,0,0,0
仲御徒町,0,0,0,0,0,0,0,0,0,0,0
空港通り,0,0,0.00099108,0,0,0,0,0.000759301,0,0,0
東北福祉大前,0,0,0,0.000346141,0,0,0,0,0,0,0
伊勢上野,0,0,0,0,0,0,0,0,0,0,0
沼袋,0,0.000104888,0,0,0,4.91E-05,9.81E-05,0,0,0,0
南郷18丁目,0,0,0,0,0,0,0,0,0,0,0
久里浜,0,0,7.21E-05,7.04E-05,0,0,0,0,0,0,0
九重,0,0,0,0,0,0,0,0,0,0,0
蕨,0,8.58E-06,8.70E-06,0,1.70E-05,1.72E-05,2.52E-05,1.66E-05,0,0,0
東部市場前,0,0,0,0,0,0,0,0.000191473,0,0,0
浅香山,0,0,0,0,0,0,0,0,0,0,0
門司,0,0,0,0,0,0,0,0,0,0,0
虎杖浜,0,0,0,0,0,0,0,0,0,0,0
谷塚,0,0,0,0,2.74E-05,0,2.66E-05,0,0,0,0
那須塩原,0,0.000105619,0,0,0,9.86E-05,0,0,0,0,0
浜松町,0,0,0,1.31E-05,3.21E-06,6.54E-06,0,6.44E-06,0,0,0
一本松,0,0,0,0,0.000494927,0,0,0,0,0,0
出戸,0,0,0,0,0,0,0,6.58E-05,0,0,0
北千住,0,0,0,0,0,6.76E-06,6.67E-06,2.20E-06,0,0,0
市川大野,0,0,4.51E-05,0,4.32E-05,8.62E-05,0,0,0,0,0
紀伊宮原,0,0,0,0,0.000826446,0,0,0,0,0,0
小村神社前,0,0,0,0,0,0,0,0,0,0,0
荒川沖,0,5.76E-05,0,0.000118329,5.96E-05,0,6.11E-05,0,0,0,0
京王堀之内,0,0,0,0,3.22E-05,3.12E-05,0,0,0,0,0
穴守稲荷,0,0,0,0,6.82E-05,0,5.55E-05,0,0,0,0
常陸鴻巣,0,0,0,0,0,0,0,0,0,0,0
福間,0,0,0,0,0,0,0,0,0,0,0
山陽塩屋,0,0,0.000814996,0.000821018,0,0,0.000813008,0,0,0,0
志木,0,4.07E-05,3.98E-05,0,2.94E-05,1.94E-05,0,9.50E-06,0,0,0
八尾,0,0,0.000114868,0,3.88E-05,3.83E-05,3.83E-05,3.80E-05,0,0,0
東三国,0,0,2.96E-05,0,0,0,0,2.72E-05,0,0,0
三浦,0,0,0,0,0,0,0,0,0,0,0
伊勢中川,0,0.000141683,0,0,0.000145433,0,0,0.000138332,0,0,0
野内,0,0,0,0,0,0,0,0,0,0,0
伊予吉田,0,0,0,0.003125,0,0,0,0,0,0,0
北坂戸,0,0,0,5.02E-05,5.11E-05,0,0,0.000148544,0,0,0
中妻,0,0,0,0,0.003861004,0,0,0,0,0,0
岡田浦,0,0.000404531,0.000402414,0,0,0,0,0,0,0,0
大道,0,0,0,0.000391696,0,0,0,0.000374532,0,0,0
米原,0,0,0,0,0,0,0,0,0,0,0
谷保,0,0,0,0,0.000147449,0,4.87E-05,0,0,0,0
東所沢,0,0,0,0,0,0,0,0,0,0,0
館腰,0,0,0.000535332,0.000473934,0,0.000439367,0,0,0,0,0
菊川,0,4.59E-05,4.51E-05,4.36E-05,0,4.21E-05,0,0,0,0,0
八幡新田,0,0,0,0,0,0,0,0,0,0,0
学園都市,0,0,0,0,0,0,0,0,0,0,0
石部,0,0,0,0,0,0,0,0,0,0,0
鶴川,0,2.98E-05,0,1.44E-05,5.85E-05,0,4.33E-05,2.89E-05,0,0,0
中滑川,0,0,0,0,0,0,0,0,0,0,0
斎宮,0,0.00062383,0,0,0,0,0,0,0,0,0
堂島,0,0,0,0,0,0,0,0,0,0,0
有松,0,0,0,0,0,0,0,0,0,0,0
落合,0,0,0,0,0,0,0,0,0,0,0
倉賀野,0,0,0,0,0,0,0,0,0,0,0
永福町,0,0,3.28E-05,3.21E-05,0,3.10E-05,0,0,0,0,0
亀田,0,9.96E-05,0,9.62E-05,0,0,0,0,0,0,0
新田辺,0,0,0,3.98E-05,0,0,7.73E-05,7.73E-05,0,0,0
曳舟,0,0,0,0,0,0,0,0,0,0,0
知床斜里,0,0.003424658,0,0,0,0,0,0,0,0,0
大野下,0,0,0,0,0,0,0,0,0,0,0
名古屋,0,0.000113636,3.72E-05,3.66E-05,0,0,0,2.76E-05,0,0,0
枇杷島,0,0,0,0,0,0,0.001808318,0,0,0,0
西大路,0,0,0,0,0,0,0,0,0,0,0
吉田,0,0,0,0,0,0.000316656,0,0,0,0,0
志和口,0,0,0,0.001142857,0,0,0,0,0,0,0
越中荏原,0,0,0,0,0,0,0,0,0,0,0
ヤナバスキー場前,0,0,0,0,0,0,0,0,0,0,0
栗沢,0,0,0,0,0,0,0,0,0,0,0
百舌鳥八幡,0,0,0.000241604,0,0,0,0.000227066,0,0,0,0
朝霧,0,5.95E-05,8.83E-05,8.69E-05,5.94E-05,0,0,2.99E-05,0,0,0
五条,0,0,0,0,0,0,0.000326158,0,0,0,0
たまプラーザ,0,1.36E-05,0,1.27E-05,1.27E-05,2.47E-05,0,1.20E-05,0,0,0
小見川,0,0,0,0,0,0,0.000388802,0,0,0,0
入山瀬,0,0,0,0,0,0,0,0,0,0,0
富田浜,0,0,0,0,0,0,0,0,0,0,0
白岡,0,0,7.73E-05,3.87E-05,0,0,0,0,0,0,0
恵比須,0,0.000628536,0,0,0,0,0,0,0,0,0
井田川,0,0,0,0,0,0,0,0,0,0,0
鶴見,0,0,0,0,0,0,0,0,0,0,0
北山,0,0,0,0,0,0.000205761,0.000204918,0,0,0,0
泉福寺,0,0,0,0,0,0,0.000935454,0,0,0,0
堀ノ内,0,0,0,0,0,0,0,0,0,0,0
八本松,0,0,0.000106078,0,0.000110522,0,0,0.000122669,0,0,0
亀川,0,0,0,0,0,0,0,0,0,0,0
内野,0,0,0,0,0,0,0,0,0,0,0
石鳥谷,0,0,0,0.000428082,0,0,0.000441696,0,0,0,0
八幡浜,0,0.000447628,0,0.00044603,0.000946074,0,0,0,0,0,0
柏原,0,0,0,0,0,0,0,0,0,0,0
七飯,0,0,0.000862069,0,0.000891266,0,0,0.000972763,0,0,0
館林,0,0,0,0,0,0,0,0,0,0,0
深草,0,0,0,0,0,0,0,0,0,0,0
大通,0,0,0,0,0,6.52E-06,6.31E-06,0,0,0,0
恵み野,0,0.000138696,0,0,0,0,0.000283046,0.000143885,0,0,0
米沢,0,0,0,0,0,0,0,0,0,0,0
伊予石城,0,0.019230769,0.019230769,0.02,0,0.02,0,0,0,0,0
一之江,0,0,0,0,0,0,2.38E-05,2.30E-05,0,0,0
会津田島,0,0,0,0,0,0,0,0,0,0,0
ふじみ野,0,1.62E-05,3.16E-05,4.60E-05,6.16E-05,3.04E-05,7.56E-05,2.97E-05,0,0,0
朝霞台,0,6.88E-06,0,0,6.51E-06,0,6.20E-06,6.13E-06,0,0,0
武並,0,0,0,0,0,0,0,0,0,0,0
稲荷町,0,0,0,0.00097371,0,0,0,0.00085034,0,0,0
綱島,0,2.11E-05,1.03E-05,0,3.04E-05,0,0,1.94E-05,0,0,0
高田,0,8.80E-05,0,0,7.01E-05,6.70E-05,0,6.42E-05,0,0,0
新旭川,0,0,0,0,0,0,0,0,0,0,0
木見,0,0,0,0,0,0,0,0.002544529,0,0,0
美江寺,0,0,0,0,0,0,0.022727273,0.022222222,0,0,0
弁天町,0,2.88E-05,0,0,2.83E-05,2.73E-05,0,2.66E-05,0,0,0
旭ヶ丘,0,8.82E-05,0,0,0,0,7.02E-05,6.80E-05,0,0,0
吉塚,0,0,0,0,0,0,0,0,0,0,0
弘高下,0,0,0,0,0.010752688,0,0,0.010752688,0,0,0
行橋,0,0,0,0,0.001194743,0,0,0.001362398,0,0,0
本庄,0,4.76E-05,0.000143678,4.80E-05,0,0,0,9.69E-05,0,0,0
千路,0,0.004444444,0.004444444,0,0,0,0,0.013513514,0,0,0
相模原,0,0,0,0,1.74E-05,0,1.73E-05,3.45E-05,0,0,0
俊徳道,0,0.000320873,0.000317259,0,0,0.000154751,0,0.000154751,0,0,0
上万場,0,0,0,0,0,0,0,0.142857143,0,0,0
田端,0,0,0,0,0,0,0,0,0,0,0
住ノ江,0,0,0,7.79E-05,0,0,0,8.31E-05,0,0,0
三国ヶ丘,0,2.65E-05,2.61E-05,0,5.12E-05,0,5.02E-05,2.50E-05,0,0,0
長府,0,0,0,0,0,0,0,0.000287687,0,0,0
根小屋,0,0.005434783,0,0,0,0,0,0.006024096,0,0,0
小鶴新田,0,0,0,0,0,0,0,8.14E-05,0,0,0
三沢,0,0,0,0,0,0,0,0,0,0,0
三好ヶ丘,0,0,0,0,0,0,0,0,0,0,0
日奈久温泉,0,0,0,0.008403361,0,0,0,0.009259259,0,0,0
浅間町,0,0,0,0,0,0,0,0.000103146,0,0,0
仲木戸,0,5.64E-05,5.35E-05,0,0,0,0,0.000173943,0,0,0
延徳,0,0,0,0,0,0,0,0.003460208,0,0,0
牛津,0,0,0,0,0,0,0,0,0,0,0
大泉,0,0,0,0,0,0,0,0.004310345,0,0,0
土気,0,0,3.61E-05,3.63E-05,3.61E-05,3.71E-05,3.66E-05,7.38E-05,0,0,0
種市,0,0,0,0,0,0.002890173,0,0.003144654,0,0,0
羽床,0,0,0.005952381,0,0.006451613,0,0,0.005988024,0,0,0
早稲田,0,0.000280584,0.000282725,0,0,0,0.000282725,0.000314564,0,0,0
丹波大山,0,0,0.004081633,0,0.004385965,0,0,0.004950495,0,0,0
青山,0,0,0,0,0,0,0,0,0,0,0
西目,0,0,0,0,0,0,0,0.0015625,0,0,0
西千葉,0,4.19E-05,0,0,0,0,0,2.20E-05,0,0,0
川口,0,6.35E-06,0,0,1.24E-05,0,0,1.20E-05,0,0,0
三股,0,0,0,0,0,0,0,0,0,0,0
田舎館,0,0,0.008130081,0,0,0,0,0.005586592,0,0,0
敦賀,0,0,0,0,0,0,0,0,0,0,0
紀伊清水,0,0,0,0,0,0,0,0.003460208,0,0,0
西舞鶴,0,0,0,0.001362398,0,0,0,0.005102041,0,0,0
高津,0,3.42E-05,0,3.36E-05,0,9.60E-05,0,3.13E-05,0,0,0
向河原,0,0,0,0,0,0,0,3.98E-05,0,0,0
豪渓,0,0,0,0,0,0,0,0.003333333,0,0,0
金沢文庫,0,0,0,1.40E-05,0,0,0,1.42E-05,0,0,0
西大崎,0,0,0,0,0,0,0,0,0,0,0
杉田,0,0,0,0,0,0,0,0,0,0,0
千駄木,0,4.05E-05,0,0,0,3.66E-05,0,3.44E-05,0,0,0
糸井,0,0.001953125,0,0,0,0,0,0,0,0,0
石橋,0,0,0.000106975,0.000107066,0,0,0.00020496,0.000102965,0,0,0
能見台,0,9.72E-05,0,3.15E-05,0,0,0,3.22E-05,0,0,0
本吉原,0,0,0,0,0,0,0,0.002832861,0,0,0
新潟大学前,0,0,0,0,0,0,0,0.000160927,0,0,0
横磯,0,0,0,0,0,0,0,0,0,0,0
安達,0,0,0,0,0,0,0,0.000611247,0,0,0
筑前山手,0,0,0,0,0,0,0,0,0,0,0
鵜沼,0,0,0,0,0,0,0,0,0,0,0
磯分内,0,0,0,0,0,0,0,0,0,0,0
本笠寺,0,0,0,0,0,0,0,0,0,0,0
筑後船小屋,0,0,0,0,0,0,0,0,0,0,0
愛環梅坪,0,0,0,0,0,0,0,0.000524934,0,0,0
JR藤森,0,0.000178987,0,0,0,0,0.000164528,0.000161005,0,0,0
追浜,0,0,0,0,5.00E-05,2.43E-05,0,4.72E-05,0,0,0
坂本,0,0,0,0,0,0,0,0,0,0,0
大麻,0,0,6.57E-05,0,0,0,0,0.000140548,0,0,0
松永,0,0,0,0,0.000111483,0,0,0.00010445,0,0,0
我孫子前,0,0.000119303,0.000120279,0,0,0.000121183,0,0.000118399,0,0,0
松葉,0,0,0,0,0,0,0,0.011627907,0,0,0
旭,0,0,0.000267237,0.00026738,0,0,0,0.00027533,0,0,0
新福島,0,0,0,0,0,5.34E-05,0,5.05E-05,0,0,0
津守,0,0.001620746,0.001666667,0,0,0,0,0.001342282,0,0,0
分水,0,0,0,0,0,0,0,0.000957854,0,0,0
代々木上原,0,0,0,0,0,0,0,0,0,0,0
安食,0,0,0,0,0,0,0,0.000181094,0,0,0
武庫之荘,0,0,1.87E-05,3.72E-05,5.58E-05,5.60E-05,2.06E-05,4.10E-05,0,0,0
柏森,0,0,0,0,0,0,0,0,0,0,0
佐原,0,0,0,0,0,0,0.000319898,0.000159591,0,0,0
大江橋,0,0,0,0,0,0,0,0.000208768,0,0,0
黄檗,0,0.000140786,0,0.00013403,0,0,0.000133262,0.000133923,0,0,0
白糠,0,0,0,0,0,0,0,0.012195122,0,0,0
末続,0,0,0,0,0,0,0,0,0,0,0
西ノ口,0,0,0,0,0,0,0,0,0,0,0
小伝馬町,0,0,0,0,0,0,0,2.51E-05,0,0,0
二子,0,0,0,0,0,0,0,0,0,0,0
成増,0,0,1.72E-05,0,0,0,1.69E-05,3.35E-05,0,0,0
佐土原,0,0,0,0,0,0,0,0,0,0,0
新長田,0,7.12E-05,2.37E-05,0,4.67E-05,0,0,2.27E-05,0,0,0
桜沢,0,0,0,0,0.01369863,0,0.00952381,0.00862069,0,0,0
上挙母,0,0,0,0,0,0,0,0,0,0,0
相模大野,0,0,0,0,0,0,0,0,0,0,0
海神,0,0.000221828,0.000431686,0,0,0.000201045,0,0.000184809,0,0,0
碇ヶ関,0,0,0,0,0,0,0,0.005102041,0,0,0
石動,0,0,0,0,0.000718907,0,0,0.000319285,0,0,0
さつき野,0,0.001133787,0,0,0,0.000535332,0.001022495,0.000514933,0,0,0
東神奈川,0,0,0,0,0,0,0,0,0,0,0
高茶屋,0,0,0,0,0,0,0,0,0,0,0
伊勢崎,0,0,0,0.000483403,0,0.00031412,0.000304832,0.000148412,0,0,0
下総中山,0,0,0,0,0,0,6.55E-05,6.41E-05,0,0,0
堀川,0,0,0,0,0,0,0,0.002853067,0,0,0
柏原南口,0,0,0,0,0,0,0,0.001360544,0,0,0
梅本,0,0,0,0,0,0,0,0.000629327,0,0,0
交通センター前,0,0,0,0,0,0,0,0.004201681,0,0,0
大山寺,0,0,0,0,0,0,0,0,0,0,0
秋田,0,0,0,4.49E-05,4.41E-05,9.19E-05,9.15E-05,9.19E-05,0,0,0
太秦,0,0,0,0,0,0,0,0.000111732,0,0,0
高城,0,0,0,0,0,0,0,0,0,0,0
須磨,0,4.05E-05,0,0,4.05E-05,0,4.12E-05,4.13E-05,0,0,0
筑豊香月,0,0,0,0,0,0,0,0.003215434,0,0,0
加茂宮,0,0,0,0,0,0,0,0.000179019,0,0,0
みらい平,0,0,0,0,0,0,0,0.00010101,0,0,0
横倉,0,0,0,0,0,0,0.027777778,0.023809524,0,0,0
下島,0,0,0,0,0,0,0,0,0,0,0
高尾,0,0,1.67E-05,0,0,0,0,1.72E-05,0,0,0
八広,0,0,0,0,0,0,8.66E-05,8.34E-05,0,0,0
押上,0,0,0,0,0,0,0,1.66E-05,0,0,0
荷稲,0,0,0,0,0,0,0,0.071428571,0,0,0
甲府,0,0,0,0,0,0,0,3.38E-05,0,0,0
大高,0,0,0,0,0,0,0,0,0,0,0
八栗口,0,0,0,0,0,0,0,0.002040816,0,0,0
富木,0,0.000130022,0,0.000124735,0,0,0.00024728,0.000249938,0,0,0
